Item;Descripcion;Und;Nro_Parte;Linea;Familia;SubFam;Codigo_Interno;Tipo;Item_Relacionado;Procedencia;Dimensiones;Estado;Cta_Inventario;Cta_Gasto;Codigo_CUM;Codigo_Kairos;Codigo_DIGEMID;Ult_Usuario;Ult_Modif;SubFamInf
0000010809;AMPICILINA 1GR + SULBACTAM 0.5 GR VIAL(VITALIS);AMP;;02;0360;0033;21424;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;22-10-2020 09:37;
0000010810;OMEPRAZOL 20 MG CAP.  (PORTUGAL);CAP;;02;0122;0005;2216;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48171;KREYES;13-04-2021 09:27;
0000010814;DRIKEN 50 MG AMP (SOVEREIGN PHARMA);AMP;;02;0077;0007;21793;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;29234;JSILVAP;16-10-2020 09:13;
0000010816;NIMOFAR PLUS 30 MG TAB (DRUGTECH);TAB;;02;0265;0002;11198;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8178;JSILVAP;16-10-2020 09:13;
0000010818;VIVACTIV MAGNESIO + ZINC POLVO (PORTUGAL);SOB;;02;0271;0036;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;16-10-2020 09:45;
0000010820;OSTEOZOL 4 MG/5ML INY. SOL (OTORVASQ);AMP;;02;0442;0006;19073;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40090;JSILVAP;19-10-2020 09:17;
0000010821;NOXAFIL 100 MG COMP (SHERING PLOUGH);TAB;;02;0077;0044;19073;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40090;JSILVAP;20-10-2020 09:20;
0000010823;CLONAZEPAM 0.5 MG TAB. (IQ FARMA);TAB;;02;0051;0005;30385;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33256;KREYES;13-04-2021 09:27;
0000010824;FENAZOPIRIDINA 100 MG TAB (IQ FARMA);TAB;;02;0012;0001;17407;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39612;CSHIMABUKU;14-05-2021 10:36;
0000010825;METOCLOPRAMIDA 10MG TAB (IQ FARMA);TAB;;02;0057;0014;19500;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7421;JSILVAP;10-11-2020 10:14;
0000010826;METRONIDAZOL SUSP. 250MGx120ML (PORTUGAL);FCO;;02;0360;0117;16760;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28155;JSILVAP;10-11-2020 10:14;
0000010829;ACICLOVIR 400 MG TAB. (INDUQUIMICA);TAB;;02;0126;0006;25309;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27671;YLESCANO;01-12-2022 09:18;
0000010830;BUDEPHARM 200 MCG/DOSIS (OQ PHARMA);FCO;;02;0086;0002;20783;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43897;KREYES;13-04-2021 09:27;
0000010831;CEFEPIMA 1 GR x 20 ML - VIAL (FRESENIUS KABI);AMP;;02;0360;0050;22314;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40351;KREYES;13-04-2021 09:27;
0000010834;GEMFIBROLIP 600 MG TAB (SHERFARMA );CAP;;02;0186;0010;2244;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48684;KREYES;13-04-2021 09:27;
0000010835;GASTROPRAZOL 20 MG CAP.(SHERFARMA);CAP;;02;0122;0005;2216;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;03-11-2020 09:08;
0000010839;BESCAMIN 100 MG TAB (AC FARMA);TAB;;02;0467;0001;30320;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6963;JSILVAP;26-10-2020 09:14;
0000010841;NIMODILAT 30 MG TAB. (IQ FARMA);TAB;;02;0265;0002;11198;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;49240;CSHIMABUKU;14-05-2021 10:36;
0000010842;EUKENE H 40MG/12.5 TAB. (MEGALABS);TAB;;02;0071;0006;31307;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37648;YLESCANO;03-11-2020 09:08;
0000010843;BETAMARK 16 MG TAB. (LAB.MARKOS);TAB;;02;0125;0001;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44264;YLESCANO;15-04-2021 10:54;
0000010844;BETAMARK  24MG TAB. (LAB. MARKOS);TAB;;02;0125;0002;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;KREYES;20-06-2023 08:51;
0000010845;CIPROMAX 500 MG TAB.(LAB. MARKOS);TAB;;02;0360;0067;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010846;DOLOAPROXOL DUAL FORTE TAB (LAB.MARKOS);TAB;;02;0008;0001;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;49004;CSHIMABUKU;09-06-2021 08:53;
0000010847;PARAMIDOL MIGRA�A TAB. (LAB. MARKOS);TAB;;02;0084;0007;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010848;TANDERIL SR 100 MG TAB. (LAB. MARKOS);TAB;;02;0335;0009;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010849;DEXAMARK 4 MG TAB.(LAB. MARKOS);TAB;;02;0348;0007;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010850;BACTRAXOLE FORTE  800/160 MG TAB. (OQ PHARMA);TAB;;02;0360;0142;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;50908;CSHIMABUKU;16-03-2021 14:32;
0000010851;VODRAVOL 50 MG TAB. (LABOFAR);TAB;;02;0057;0005;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;22-12-2020 10:47;
0000010852;PENTOXIFILINA 400 MG TAB. (GENFAR);TAB;;02;0266;0001;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8928;CSHIMABUKU;16-03-2021 14:32;
0000010853;ESPIRONE 100 MG TAB. (EUROFARMA);TAB;;02;0157;0003;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37646;YLESCANO;22-12-2020 10:47;
0000010854;IRBETIAZID 300/12.5 MG TAB. (SIEGFRIED);TAB;;02;0068;0033;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37646;YLESCANO;22-12-2020 10:47;
0000010855;GALVUS MET 50/1000 MG TAB. (NOVARTIS);TAB;;02;0054;0030;31306;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39645;KREYES;13-04-2021 09:27;
0000010856;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010857;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010858;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010859;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010860;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010861;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010862;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010863;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010864;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010865;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010866;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010867;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010868;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010869;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010870;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010871;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010872;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010873;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010874;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010875;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010876;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010877;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010878;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010879;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010880;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010881;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010882;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010883;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010884;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010885;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010886;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010887;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010888;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010889;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010890;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010891;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010892;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010893;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010894;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010895;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010896;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010897;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010898;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010899;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010900;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010901;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010902;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010903;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010904;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010905;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010906;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010907;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010908;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010909;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010910;MORASS 40MG;TAB;;02;0068;0050;31306;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37646;YLESCANO;29-10-2020 09:20;
0000010912;ACIDOR EXTRA RAPID SUSPENSION X 150 ML. (SHERFARMA);UND;;02;0021;0019;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39451;KREYES;13-04-2021 09:27;
0000010913;ACICLOVIR 800 MG TAB. (GENFAR);TAB;;02;0126;0008;466;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;108;YLESCANO;03-11-2020 09:08;
0000010914;MEJORAX 500 MG TAB. (MEDIFARMA);TAB;;02;0008;0011;2255;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8844;YLESCANO;28-10-2020 09:46;
0000010915;RISPERIDONA 2 MG TAB. (AC FARMA);TAB;;02;0416;0003;12537;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44274;KREYES;13-04-2021 09:27;
0000010928;PREGABALINA 75 MG CAP. (IBANCHECK -BONAPHARM);CAP;;02;0383;0004;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;50689;KREYES;13-04-2021 09:27;
0000010929;DROXILAR 500 MG CAP. (SIEGFRIED);CAP;;02;0360;0044;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;03-11-2020 09:08;
0000010930;FUROSEMIDA 3 MG CAP (DUPLICADO);AMP;;02;0157;0014;2148;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;37354;JSILVAP;30-10-2020 09:50;
0000010931;FUROSEMIDA 3 MG CAP (PREPARADO MAGISTRAL);CAP;;02;0157;0014;2148;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;R;GPERALTA;19-11-2020 08:06;
0000010932;CANCIDAS 70 MG AMP -  (MSD);AMP;;02;0077;0041;21793;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;29234;YLESCANO;14-12-2022 09:49;
0000010934;XILOCAINA 2 % JALEA x 30 GR (OQ PHARMA);TUB;;02;0015;0022;1509;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45377;KREYES;13-04-2021 09:27;
0000010937;LACOTEM 100 MG COMP. (TECNOFARMA);AMP;;02;0051;0009;1046;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;;YLESCANO;03-11-2020 09:08;
0000010938;LACOTEM 100 MG COMP. (TECNOFARMA);TAB;;02;0051;0028;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;18-11-2020 10:09;
0000010940;MIO DOLFENEX  CAP.(IQ FARMA);CAP;;02;0339;0007;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;EDELGADO;14-09-2022 16:11;
0000010941;LAXOVEN ENEMA 16g+6g /240 ML (LAB. MARKOS);FCO;;02;0197;0018;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;47390;EDELGADO;23-11-2022 11:52;
0000010942;FLUNIZOL 150 MG CAP (LAB. MARKOS);CAP;;02;0077;0017;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010943;CEFMARK 500 MG CAP. (LAB. MARKOS);CAP;;02;0360;0046;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010944;DELTAMOX 500 MG  CAP. (LAB MARKOS);CAP;;02;0360;0008;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010945;DICLOMAX 500 MG CAP.(LAB.MARKOS);CAP;;02;0360;0086;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;04-11-2020 10:38;
0000010947;FENITOINA 100MG/2ML AMP (DANY);AMP;;02;0051;0009;2112;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46744;CSHIMABUKU;14-05-2021 10:36;
0000010948;PRAIVA 400MG/250ML BOLSA (EUROFARMA);TAB;;02;0360;0154;30072;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;41319;JSILVAP;05-11-2020 09:34;
0000010949;BOOSTRIX (GSK);AMP;;02;0260;0020;21941;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;30308;JSILVAP;05-11-2020 09:34;
0000010950;PRAIVA 400MG/250ML BOLSA (EUROFARMA);BOL;;02;0360;0154;30072;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41319;JSILVAP;05-11-2020 09:34;
0000010951;MIDAZOLAM 5 MG/ 5ML IM/IV (NORMON);AMP;;02;0017;0009;25665;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;25-02-2021 09:53;
0000010952;MIDAZOLAM 50 MG/10 ML IV (NORMOM);AMP;;02;0182;0004;21351;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;50904;KREYES;13-04-2021 09:27;
0000010953;GLUCOSAMINE CH 1500/1200 FCO X 60 CAP (ARION MASON);FCO;;02;0034;0003;30885;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41318;JSILVAP;05-11-2020 09:34;
0000010959;OXITOCINA 10 U.I./1ML IM/IV AMP (DANY);AMP;;02;0235;0007;2161;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;29489;JSILVAP;10-11-2020 10:14;
0000010965;GEODON 20 MG/ML SOL.INY (PFIZER);AMP;;02;0106;0011;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38252;CSHIMABUKU;10-06-2021 17:05;
0000010966;GRANULOX 12 ML SPRAY (J&M ESPEC);FCO;;02;0343;0004;22123;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42657;JSILVAP;17-11-2020 09:28;
0000010967;FUROSEMIDA 10MG / 60ML JRB (PREPARADO MAGISTRAL);FCO;;02;0157;0015;2148;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;R;GPERALTA;19-11-2020 08:06;
0000010968;ESPIRONOLACTONA 10MG / 60ML JRB (PREPARADO MAGISTRAL);FCO;;02;0157;0016;20233;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39611;JSILVAP;17-11-2020 09:28;
0000010977;BECLOMETASONA 50 MCG INHAL. AER. (LABOT);FCO;;02;0035;0003;21862;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1383;YLESCANO;22-12-2020 10:47;
0000010981;ZELDOX 40 MG CAP. (PFIZER);CAP;;02;0106;0012;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;CSHIMABUKU;16-03-2021 14:32;
0000010982;CLORFENIRAMINA 1MG/ML GOTAS (TEVA);FCO;;02;0074;0032;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;23-11-2020 09:33;
0000010988;MILFENAC 1% GEL TUBO x 50 GR (OQ PHARMA);TUB;;02;0335;0006;19252;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37573;YLESCANO;22-12-2020 10:47;
0000010995;CAPTOPRIL 5MG / 60ML JRB (PREPARADO MAGISTRAL);FCO;;02;0068;0070;2148;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;R;JSILVAP;27-11-2020 10:21;
0000011005;CLORFENAMINA 10 MG x 1ML IM/IV (LUSA);AMP;;02;0074;0007;2207;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40060;CSHIMABUKU;14-05-2021 10:36;
0000011006;I- PATRIMUL  COMPUESTO  Aer.Susp.x 200 DOSIS  (MEGALABS);UND;;02;0035;0032;21140;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40586;YLESCANO;15-03-2021 09:31;
0000011007;METFORMINA 850 MG TAB ( LABOT );TAB;;02;0054;0019;20759;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45084;KREYES;13-04-2021 09:27;
0000011008;ENTRESTO 24MG/26MG FCO x30 COMP (NOVARTIS);FCO;;02;0019;0001;25604;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27027;JSILVAP;03-12-2020 09:14;
0000011009;ESOMEPRAZOL 20 MG TAB (BONAPHARM);TAB;;02;0122;0001;20922;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40703;KREYES;13-04-2021 09:27;
0000011010;DEXALAB 4 MG TAB. (LABOFAR);TAB;;02;0348;0007;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46056;KREYES;13-04-2021 09:27;
0000011012;HIDROCLOROTIAZIDA 10MG/ML X 60ML SUSP(PREPARADO MAGISTRAL);FCO;;02;0157;0017;20233;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39611;JSILVAP;04-12-2020 09:38;
0000011013;BELARINA CAJA TAB. x 28 (GRUNENTHAL);CAJ;;02;0050;0016;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;22-12-2020 10:47;
0000011016;ANEURIN 10 000 AMP x 1 x 3ML C/JERINGA (CIPA);AMP;;02;0271;0037;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;22-12-2020 10:47;
0000011021;SUCRAXOL FCO x 200ML (MEDIFARMA);FCO;;02;0122;0015;29643;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41865;KREYES;14-04-2021 13:05;
0000011022;PACLITAXEL 100 MG INY ( GP PHARMA );AMP;;02;0461;0005;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;36933;JSILVAP;25-01-2021 09:12;
0000011023;PACLITAXEL 30 MG INY ( GP PHARMA );AMP;;02;0461;0006;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;36933;JSILVAP;25-01-2021 09:12;
0000011024;MEROPENEM 1 GR VIAL (FRESENIUS - KABI);AMP;;02;0360;0114;20637;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41195;KREYES;14-04-2021 13:05;
0000011025;PROLONGIN 60 MG/0.6 ML (PHARMAGEN);AMP;;02;0049;0006;18380;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;E0159310001;;;CSHIMABUKU;14-05-2021 10:36;
0000011026;LIDOCAINA 10% SPRAY (OQ PHARMA);CCU;;02;0015;0008;1589;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43155;CSHIMABUKU;16-06-2021 14:24;
0000011029;FLORA BALANCE AMP BEBIBLE (QM PHARMA);AMP;;02;0448;0001;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;R;YLESCANO;25-03-2022 15:16;
0000011036;ETILEFRINA 10 MG/1ML AMP ( DANY );AMP;;02;0180;0001;21256;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;33953;JSILVAP;21-12-2020 09:13;
0000011042;CYMEVENE 500 MG INY. X 10 ML (ROCHE);AMP;;02;0126;0013;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;YLESCANO;28-12-2020 09:01;
0000011044;ELIQUIS 2.5 MG TAB (PFIZER);TAB;;02;0115;0009;23803;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27536;JSILVAP;28-12-2020 09:05;
0000011046;ZOMIPRERIN - PD 50 MG AMP (IMMACULE);AMP;;02;0360;0144;21837;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39458;YLESCANO;15-04-2021 09:56;
